1	0.000000	0.000000	0.000000
-1	-6000.000000	0.000000	0.000000
-1	-5990.000000	0.000000	0.000000
-1	-5980.000000	0.000000	0.000000
-1	-5970.000000	0.000000	0.000000
-1	-5960.000000	0.000000	0.000000
-1	-5950.000000	0.000000	0.000000
-1	-5940.000000	0.000000	0.000000
-1	-5930.000000	0.000000	0.000000
-1	-5920.000000	0.000000	0.000000
-1	-5910.000000	0.000000	0.000000
-1	-5900.000000	0.000000	0.000000
-1	-5890.000000	0.000000	0.000000
-1	-5880.000000	0.000000	0.000000
-1	-5870.000000	0.000000	0.000000
-1	-5860.000000	0.000000	0.000000
-1	-5850.000000	0.000000	0.000000
-1	-5840.000000	0.000000	0.000000
-1	-5830.000000	0.000000	0.000000
-1	-5820.000000	0.000000	0.000000
-1	-5810.000000	0.000000	0.000000
-1	-5800.000000	0.000000	0.000000
-1	-5790.000000	0.000000	0.000000
-1	-5780.000000	0.000000	0.000000
-1	-5770.000000	0.000000	0.000000
-1	-5760.000000	0.000000	0.000000
-1	-5750.000000	0.000000	0.000000
-1	-5740.000000	0.000000	0.000000
-1	-5730.000000	0.000000	0.000000
-1	-5720.000000	0.000000	0.000000
-1	-5710.000000	0.000000	0.000000
-1	-5700.000000	0.000000	0.000000
-1	-5690.000000	0.000000	0.000000
-1	-5680.000000	0.000000	0.000000
-1	-5670.000000	0.000000	0.000000
-1	-5660.000000	0.000000	0.000000
-1	-5650.000000	0.000000	0.000000
-1	-5640.000000	0.000000	0.000000
-1	-5630.000000	0.000000	0.000000
-1	-5620.000000	0.000000	0.000000
-1	-5610.000000	0.000000	0.000000
-1	-5600.000000	0.000000	0.000000
-1	-5590.000000	0.000000	0.000000
-1	-5580.000000	0.000000	0.000000
-1	-5570.000000	0.000000	0.000000
-1	-5560.000000	0.000000	0.000000
-1	-5550.000000	0.000000	0.000000
-1	-5540.000000	0.000000	0.000000
-1	-5530.000000	0.000000	0.000000
-1	-5520.000000	0.000000	0.000000
-1	-5510.000000	0.000000	0.000000
-1	-5500.000000	0.000000	0.000000
-1	-5490.000000	0.000000	0.000000
-1	-5480.000000	0.000000	0.000000
-1	-5470.000000	0.000000	0.000000
-1	-5460.000000	0.000000	0.000000
-1	-5450.000000	0.000000	0.000000
-1	-5440.000000	0.000000	0.000000
-1	-5430.000000	0.000000	0.000000
-1	-5420.000000	0.000000	0.000000
-1	-5410.000000	0.000000	0.000000
-1	-5400.000000	0.000000	0.000000
-1	-5390.000000	0.000000	0.000000
-1	-5380.000000	0.000000	0.000000
-1	-5370.000000	0.000000	0.000000
-1	-5360.000000	0.000000	0.000000
-1	-5350.000000	0.000000	0.000000
-1	-5340.000000	0.000000	0.000000
-1	-5330.000000	0.000000	0.000000
-1	-5320.000000	0.000000	0.000000
-1	-5310.000000	0.000000	0.000000
-1	-5300.000000	0.000000	0.000000
-1	-5290.000000	0.000000	0.000000
-1	-5280.000000	0.000000	0.000000
-1	-5270.000000	0.000000	0.000000
-1	-5260.000000	0.000000	0.000000
-1	-5250.000000	0.000000	0.000000
-1	-5240.000000	0.000000	0.000000
-1	-5230.000000	0.000000	0.000000
-1	-5220.000000	0.000000	0.000000
-1	-5210.000000	0.000000	0.000000
-1	-5200.000000	0.000000	0.000000
-1	-5190.000000	0.000000	0.000000
-1	-5180.000000	0.000000	0.000000
-1	-5170.000000	0.000000	0.000000
-1	-5160.000000	0.000000	0.000000
-1	-5150.000000	0.000000	0.000000
-1	-5140.000000	0.000000	0.000000
-1	-5130.000000	0.000000	0.000000
